"","Cebu Doctors University Hospital,Cebu City,Cebu","Chong Hua Hospital,Cebu City,Cebu","Perpetual Succour Hospital,Cebu City,Cebu","Asian Hospital and Medical Center,Muntinlupa,Metro Manila","Cardinal Santos Medical Center,San Juan,Metro Manila","Centuria Medical Makati - Asian Breast Center,Makati,Metro Manila","Chinese General Hospital and Medical Center,Manila,Metro Manila","Jose R. Reyes Memorial Medical Center,Manila,Metro Manila","Lung Center of the Philippines,Quezon City,Metro Manila","Makati Medical Center,Makati,Metro Manila","Manila Doctors Hospital,Manila,Metro Manila","Manila Med,Manila,Metro Manila","Metropolitan Medical Center,Manila,Metro Manila","Philippine General Hospital,Manila,Metro Manila","Philippine Oncology Center Corporation - Marian,Quezon City,Metro Manila","Quirino Memorial Medical Center,Quezon City,Metro Manila","Rizal Medical Center,Pasig,Metro Manila","San Juan De Dios Hospital,Pasay,Metro Manila","St. Luke's Medical Center - Global City,Taguig,Metro Manila","St. Luke's Medical Center - Quezon City,Quezon City,Metro Manila","The Medical City,Pasig,Metro Manila","University of Perpetual Help Delta,Las Pinas,Metro Manila","University of Santo Tomas,Manila,Metro Manila","Urology Center of the Philippines Inc.,Quezon City,Metro Manila"
"Salcedo,Eastern Samar",364822.0,365107.0,366137.0,924365.0,947715.0,943311.0,949274.0,948712.0,956366.0,941118.0,948660.0,945311.0,949209.0,944985.0,966733.0,952430.0,943896.0,941147.0,942827.0,954003.0,945695.0,932536.0,948046.0,957021.0
"San Francisco,Southern Leyte",181114.0,181399.0,182429.0,989738.0,1013088.0,1008684.0,1014647.0,1014085.0,1021739.0,1006491.0,1014033.0,1010684.0,1014582.0,1010358.0,1032106.0,1017803.0,1009269.0,1006520.0,1008200.0,1019376.0,1011068.0,997909.0,1013419.0,1022394.0
"San Isidro,Leyte",256079.0,256364.0,257394.0,930651.0,954001.0,949597.0,955560.0,954998.0,962652.0,947404.0,954946.0,951597.0,955495.0,951271.0,973019.0,958716.0,950182.0,947433.0,949113.0,960289.0,951981.0,938822.0,954332.0,963307.0
"San Isidro,Northern Samar",473325.0,473610.0,474640.0,606236.0,629586.0,625182.0,631145.0,630583.0,638237.0,622989.0,630531.0,627182.0,631080.0,626856.0,648604.0,634301.0,625767.0,623018.0,624698.0,635874.0,627566.0,614407.0,629917.0,638892.0
"San Jorge,Samar",382459.0,382744.0,383774.0,700517.0,723867.0,719463.0,725426.0,724864.0,732518.0,717270.0,724812.0,721463.0,725361.0,721137.0,742885.0,728582.0,720048.0,717299.0,718979.0,730155.0,721847.0,708688.0,724198.0,733173.0
"San Jose de Buan,Samar",358801.0,359086.0,360116.0,794032.0,817382.0,812978.0,818941.0,818379.0,826033.0,810785.0,818327.0,814978.0,818876.0,814652.0,836400.0,822097.0,813563.0,810814.0,812494.0,823670.0,815362.0,802203.0,817713.0,826688.0
"San Jose,Northern Samar",506100.0,506200.0,505000.0,609100.0,633100.0,630100.0,637100.0,636100.0,643100.0,629100.0,633100.0,633100.0,637100.0,632100.0,654100.0,640100.0,631100.0,629100.0,630100.0,639100.0,631100.0,618100.0,633100.0,642100.0
"San Juan,Southern Leyte",186654.0,186939.0,187969.0,980415.0,1003765.0,999361.0,1005324.0,1004762.0,1012416.0,997168.0,1004710.0,1001361.0,1005259.0,1001035.0,1022783.0,1008480.0,999946.0,997197.0,998877.0,1010053.0,1001745.0,988586.0,1004096.0,1013071.0
"San Julian,Eastern Samar",400372.0,400657.0,401687.0,835604.0,858954.0,854550.0,860513.0,859951.0,867605.0,852357.0,859899.0,856550.0,860448.0,856224.0,877972.0,863669.0,855135.0,852386.0,854066.0,865242.0,856934.0,843775.0,859285.0,868260.0
"San Miguel,Leyte",261568.0,261853.0,262883.0,863005.0,886335.0,881931.0,887894.0,887332.0,894986.0,879738.0,887280.0,883931.0,887829.0,883605.0,905353.0,891050.0,882516.0,879767.0,881447.0,892623.0,884315.0,871156.0,886666.0,895641.0
"San Policarpio,Eastern Samar",432300.0,432585.0,433615.0,796413.0,819763.0,815359.0,821322.0,820760.0,828414.0,813166.0,820708.0,817359.0,821257.0,817033.0,838781.0,824478.0,815944.0,813195.0,814875.0,826051.0,817743.0,804584.0,820094.0,829069.0
"San Ricardo,Southern Leyte",217985.0,218270.0,219300.0,1026609.0,1049959.0,1045555.0,1051518.0,1050956.0,1058610.0,1043362.0,1050904.0,1047555.0,1051453.0,1047229.0,1068977.0,1054674.0,1046140.0,1043391.0,1045071.0,1056247.0,1047939.0,1034780.0,1050290.0,1059265.0
"San Roque,Northen Samar",518061.0,518346.0,519376.0,656754.0,680104.0,675700.0,681663.0,681101.0,688755.0,673507.0,681049.0,677700.0,681598.0,677374.0,699122.0,684819.0,676285.0,673536.0,675216.0,686392.0,678084.0,664925.0,680435.0,689410.0
"San Sebastian,Samar",301382.0,301667.0,302697.0,767863.0,791213.0,786809.0,792772.0,792210.0,799864.0,784616.0,792158.0,788809.0,792707.0,788483.0,810231.0,795928.0,787394.0,784645.0,786325.0,797501.0,789193.0,776034.0,791544.0,800519.0
"Santa Fe,Leyte",233039.0,233324.0,234354.0,840225.0,863575.0,859171.0,865134.0,864572.0,872226.0,856978.0,864520.0,861171.0,865069.0,860845.0,882593.0,868290.0,859756.0,857007.0,858687.0,869863.0,861555.0,848396.0,863906.0,872881.0
"Santa Margarita,Samar",396176.0,396461.0,397491.0,668026.0,691376.0,686972.0,692935.0,692373.0,700027.0,684779.0,692321.0,688972.0,692870.0,688646.0,710394.0,696091.0,687557.0,684808.0,686488.0,697664.0,689356.0,676197.0,691707.0,700682.0
"Santa Rita,Samar",267889.0,268174.0,269204.0,795948.0,819298.0,814914.0,820877.0,820315.0,827949.0,812721.0,820243.0,816914.0,820792.0,816568.0,838336.0,824033.0,815499.0,812750.0,814410.0,825606.0,817298.0,804139.0,819649.0,828604.0
"Silago,Southern Leyte",207436.0,207721.0,208751.0,924800.0,948170.0,943746.0,949709.0,949167.0,956801.0,941553.0,949095.0,945766.0,949644.0,945420.0,967168.0,952885.0,944331.0,941602.0,943262.0,954438.0,946130.0,932971.0,948481.0,957456.0
"Sogod,Southern Leyte",138258.0,138543.0,139573.0,944711.0,968081.0,963677.0,969640.0,969058.0,976712.0,961484.0,969026.0,965677.0,969575.0,965351.0,987099.0,972796.0,964242.0,961493.0,963193.0,974369.0,966041.0,952902.0,968412.0,977387.0
"Sulat,Eastern Samar",395802.0,396087.0,397117.0,831017.0,854367.0,849963.0,855926.0,855364.0,863018.0,847770.0,855312.0,851980.0,855861.0,851654.0,873385.0,859082.0,850548.0,847799.0,849479.0,860655.0,852347.0,839188.0,854698.0,863673.0
"Tabango,Leyte",242294.0,242579.0,243609.0,918096.0,941446.0,937042.0,943005.0,942443.0,950097.0,934849.0,942391.0,939042.0,942940.0,938716.0,960464.0,946161.0,937627.0,934878.0,936558.0,947734.0,939426.0,926267.0,941777.0,950752.0
"Tabontabon,Leyte",222222.0,222507.0,223537.0,859504.0,882854.0,878450.0,884413.0,883851.0,891505.0,876257.0,883799.0,880450.0,884348.0,880124.0,901872.0,887569.0,879035.0,876286.0,877966.0,889142.0,880834.0,867675.0,883185.0,892160.0
"Tacloban City,Leyte",240126.0,240411.0,241441.0,826165.0,849515.0,845111.0,851074.0,850512.0,858166.0,842918.0,850460.0,847111.0,851009.0,846785.0,868533.0,854230.0,845696.0,842947.0,844627.0,855803.0,847495.0,834336.0,849846.0,858821.0
"Taft,Eastern Samar",377796.0,378081.0,379111.0,813011.0,836361.0,831974.0,837920.0,837358.0,845012.0,829764.0,837306.0,833974.0,837855.0,833648.0,855379.0,841093.0,832542.0,829793.0,831473.0,842649.0,834341.0,821182.0,836709.0,845684.0
"Talalora,Samar",311399.0,311684.0,312714.0,802142.0,825472.0,821068.0,827031.0,826469.0,834143.0,818875.0,826417.0,823068.0,826966.0,822762.0,844490.0,830187.0,821653.0,818924.0,820584.0,831760.0,823452.0,810293.0,825803.0,834798.0
"Tanauan,Leyte",220674.0,220959.0,221989.0,844230.0,867580.0,863176.0,869139.0,868577.0,876231.0,860983.0,868525.0,865176.0,869074.0,864850.0,886598.0,872295.0,863761.0,861012.0,862692.0,873868.0,865560.0,852401.0,867911.0,876886.0
"Tarangnan,Samar",366772.0,367057.0,368087.0,705320.0,728670.0,724266.0,730229.0,729667.0,737321.0,722073.0,729615.0,726266.0,730164.0,725940.0,747688.0,733385.0,724851.0,722102.0,723782.0,734958.0,726650.0,713491.0,729001.0,737976.0
"Tolosa,Leyte",211593.0,211878.0,212908.0,853816.0,877166.0,872762.0,878725.0,878163.0,885817.0,870569.0,878111.0,874762.0,878660.0,874436.0,896184.0,881881.0,873347.0,870598.0,872278.0,883454.0,875146.0,861987.0,877497.0,886472.0
"Tomas Oppus,Southern Leyte",135448.0,135733.0,136763.0,964184.0,987534.0,983130.0,989093.0,988531.0,996185.0,980937.0,988479.0,985130.0,989028.0,984804.0,1006552.0,992249.0,983715.0,980966.0,982646.0,993822.0,985514.0,972355.0,987865.0,996840.0
"Tunga,Leyte",246800.0,247085.0,248115.0,860733.0,884083.0,879679.0,885642.0,885080.0,892734.0,877486.0,885028.0,881679.0,885577.0,881353.0,903101.0,888798.0,880264.0,877515.0,879195.0,890371.0,882063.0,868904.0,884414.0,893389.0
"Victoria,Northern Samar",475000.0,475265.0,476315.0,589151.0,612501.0,608097.0,614060.0,613498.0,621152.0,605904.0,613446.0,610097.0,613995.0,609771.0,631519.0,617216.0,608682.0,605933.0,607613.0,618789.0,610481.0,597322.0,612832.0,621807.0
"Villaba,Leyte",221974.0,222259.0,223289.0,923374.0,946724.0,942320.0,948283.0,947721.0,955375.0,940127.0,947669.0,944320.0,948218.0,943994.0,965742.0,951439.0,942905.0,940156.0,941836.0,953012.0,944704.0,931545.0,947055.0,956030.0
"Villareal,Samar",297188.0,297473.0,298503.0,787931.0,811281.0,806877.0,812840.0,812278.0,819932.0,804684.0,812226.0,808877.0,812775.0,808551.0,830299.0,815996.0,807462.0,804713.0,806393.0,817569.0,809261.0,796102.0,811612.0,820587.0
